loop,sample,floor,kind,id,count
62005,0,1,drop,"(O)382",2
62005,0,1,drop,"(O)390",12
62005,0,1,stone,"",20
62005,0,2,container,"",1
62005,0,2,drop,"(O)378",6
62005,0,2,drop,"(O)382",1
62005,0,2,drop,"(O)390",27
62005,0,2,drop,"(O)535",1
62005,0,2,drop,"(O)684",1
62005,0,2,drop,"(O)766",2
62005,0,2,geode,"(O)330",1
62005,0,2,monster,"Bug",1
62005,0,2,monster,"Green Slime",2
62005,0,2,monster,"Rock Crab",1
62005,0,2,node,"Copper node",4
62005,0,2,stone,"",46
62005,0,3,container,"",3
62005,0,3,drop,"(O)378",13
62005,0,3,drop,"(O)382",3
62005,0,3,drop,"(O)390",33
62005,0,3,drop,"(O)766",1
62005,0,3,drop,"(O)78",1
62005,0,3,drop,"(O)92",4
62005,0,3,monster,"Green Slime",2
62005,0,3,node,"Copper node",5
62005,0,3,stone,"",65
62005,0,4,container,"",2
62005,0,4,drop,"(O)378",19
62005,0,4,drop,"(O)382",2
62005,0,4,drop,"(O)390",16
62005,0,4,drop,"(O)535",1
62005,0,4,drop,"(O)684",2
62005,0,4,drop,"(O)766",1
62005,0,4,drop,"(O)80",1
62005,0,4,geode,"(O)86",1
62005,0,4,loose,"(O)80",1
62005,0,4,monster,"Bug",2
62005,0,4,monster,"Green Slime",1
62005,0,4,monster,"Rock Crab",1
62005,0,4,node,"Copper node",9
62005,0,4,stone,"",58
62005,0,5,container,"",6
62005,0,5,drop,"(O)382",2
62005,0,5,drop,"(O)388",1
62005,0,5,drop,"(O)390",20
62005,0,5,drop,"(O)684",2
62005,0,5,drop,"(O)766",3
62005,0,5,drop,"(O)78",1
62005,0,5,drop,"(O)CarrotSeeds",3
62005,0,5,monster,"Bug",2
62005,0,5,monster,"Green Slime",2
62005,0,5,stone,"",38
62005,0,6,drop,"(O)153",2
62005,0,6,drop,"(O)286",2
62005,0,6,drop,"(O)378",4
62005,0,6,drop,"(O)382",3
62005,0,6,drop,"(O)390",37
62005,0,6,drop,"(O)535",1
62005,0,6,drop,"(O)684",3
62005,0,6,drop,"(O)766",2
62005,0,6,drop,"(O)80",1
62005,0,6,drop,"(O)92",1
62005,0,6,geode,"(O)382",1
62005,0,6,loose,"(O)80",1
62005,0,6,monster,"Bug",4
62005,0,6,monster,"Duggy",3
62005,0,6,monster,"Green Slime",4
62005,0,6,node,"Copper node",3
62005,0,6,stone,"",55
62005,0,7,container,"",2
62005,0,7,drop,"(O)378",8
62005,0,7,drop,"(O)382",8
62005,0,7,drop,"(O)390",60
62005,0,7,drop,"(O)535",3
62005,0,7,drop,"(O)717",1
62005,0,7,drop,"(O)80",1
62005,0,7,geode,"(O)330",1
62005,0,7,geode,"(O)378",3
62005,0,7,geode,"(O)569",1
62005,0,7,loose,"(O)80",1
62005,0,7,monster,"Green Slime",1
62005,0,7,monster,"Rock Crab",1
62005,0,7,node,"Copper node",2
62005,0,7,stone,"",104
62005,0,8,container,"",1
62005,0,8,drop,"(O)378",19
62005,0,8,drop,"(O)382",3
62005,0,8,drop,"(O)390",34
62005,0,8,drop,"(O)535",2
62005,0,8,drop,"(O)68",1
62005,0,8,drop,"(O)766",1
62005,0,8,drop,"(O)80",1
62005,0,8,geode,"(O)378",5
62005,0,8,geode,"(O)557",1
62005,0,8,loose,"(O)80",1
62005,0,8,monster,"Green Slime",1
62005,0,8,node,"Copper node",8
62005,0,8,stone,"",62
62005,0,9,container,"",2
62005,0,9,drop,"(O)370",3
62005,0,9,drop,"(O)378",7
62005,0,9,drop,"(O)382",11
62005,0,9,drop,"(O)390",86
62005,0,9,drop,"(O)535",3
62005,0,9,drop,"(O)766",1
62005,0,9,drop,"(O)80",1
62005,0,9,geode,"(O)378",10
62005,0,9,geode,"(O)557",1
62005,0,9,geode,"(O)86",1
62005,0,9,loose,"(O)80",1
62005,0,9,monster,"Green Slime",1
62005,0,9,node,"Copper node",2
62005,0,9,stone,"",134
62005,0,11,drop,"(O)286",3
62005,0,11,drop,"(O)378",5
62005,0,11,drop,"(O)382",3
62005,0,11,drop,"(O)390",26
62005,0,11,drop,"(O)684",1
62005,0,11,drop,"(O)717",1
62005,0,11,drop,"(O)93",3
62005,0,11,loose,"(O)93",3
62005,0,11,monster,"Bug",1
62005,0,11,monster,"Rock Crab",3
62005,0,11,node,"Copper node",2
62005,0,11,stone,"",35
62005,0,12,container,"",3
62005,0,12,drop,"(O)286",2
62005,0,12,drop,"(O)378",7
62005,0,12,drop,"(O)382",4
62005,0,12,drop,"(O)390",18
62005,0,12,drop,"(O)535",1
62005,0,12,drop,"(O)766",2
62005,0,12,geode,"(O)574",1
62005,0,12,monster,"Green Slime",2
62005,0,12,monster,"Rock Crab",2
62005,0,12,node,"Copper node",1
62005,0,12,stone,"",33
62005,0,13,drop,"(O)286",1
62005,0,13,drop,"(O)378",4
62005,0,13,drop,"(O)382",2
62005,0,13,drop,"(O)390",29
62005,0,13,drop,"(O)535",2
62005,0,13,drop,"(O)684",2
62005,0,13,drop,"(O)717",1
62005,0,13,drop,"(O)766",3
62005,0,13,drop,"(O)93",1
62005,0,13,geode,"(O)568",1
62005,0,13,geode,"(O)86",1
62005,0,13,loose,"(O)93",1
62005,0,13,monster,"Bug",3
62005,0,13,monster,"Duggy",5
62005,0,13,monster,"Green Slime",3
62005,0,13,monster,"Rock Crab",1
62005,0,13,node,"Copper node",2
62005,0,13,stone,"",54
62005,0,14,container,"",3
62005,0,14,drop,"(O)286",1
62005,0,14,drop,"(O)378",8
62005,0,14,drop,"(O)382",2
62005,0,14,drop,"(O)390",35
62005,0,14,drop,"(O)535",1
62005,0,14,drop,"(O)92",1
62005,0,14,geode,"(O)576",1
62005,0,14,monster,"Bug",1
62005,0,14,monster,"Duggy",2
62005,0,14,monster,"Green Slime",1
62005,0,14,node,"Copper node",2
62005,0,14,stone,"",66
62005,0,15,drop,"(O)273",1
62005,0,15,drop,"(O)378",2
62005,0,15,drop,"(O)382",3
62005,0,15,drop,"(O)390",30
62005,0,15,drop,"(O)535",1
62005,0,15,drop,"(O)684",2
62005,0,15,drop,"(O)766",2
62005,0,15,geode,"(O)576",1
62005,0,15,monster,"Fly",1
62005,0,15,monster,"Green Slime",3
62005,0,15,monster,"Grub",2
62005,0,15,stone,"",41
62005,0,16,drop,"(O)378",8
62005,0,16,drop,"(O)382",4
62005,0,16,drop,"(O)390",56
62005,0,16,drop,"(O)535",1
62005,0,16,drop,"(O)68",1
62005,0,16,drop,"(O)684",3
62005,0,16,geode,"(O)566",1
62005,0,16,monster,"Bug",2
62005,0,16,monster,"Grub",2
62005,0,16,monster,"Rock Crab",2
62005,0,16,node,"Copper node",3
62005,0,16,node,"Topaz node",1
62005,0,16,stone,"",91
62005,0,17,container,"",2
62005,0,17,drop,"(O)378",7
62005,0,17,drop,"(O)382",8
62005,0,17,drop,"(O)388",2
62005,0,17,drop,"(O)390",61
62005,0,17,drop,"(O)535",2
62005,0,17,drop,"(O)68",1
62005,0,17,drop,"(O)717",1
62005,0,17,drop,"(O)766",1
62005,0,17,drop,"(O)80",1
62005,0,17,geode,"(O)542",1
62005,0,17,geode,"(O)86",1
62005,0,17,loose,"(O)80",1
62005,0,17,monster,"Green Slime",1
62005,0,17,monster,"Rock Crab",1
62005,0,17,node,"Copper node",1
62005,0,17,stone,"",88
62005,0,18,container,"",1
62005,0,18,drop,"(O)153",1
62005,0,18,drop,"(O)273",1
62005,0,18,drop,"(O)286",3
62005,0,18,drop,"(O)378",5
62005,0,18,drop,"(O)382",5
62005,0,18,drop,"(O)390",34
62005,0,18,drop,"(O)535",1
62005,0,18,drop,"(O)66",1
62005,0,18,drop,"(O)684",5
62005,0,18,drop,"(O)766",2
62005,0,18,drop,"(O)80",3
62005,0,18,drop,"(O)92",1
62005,0,18,geode,"(O)390",5
62005,0,18,loose,"(O)80",3
62005,0,18,monster,"Bug",5
62005,0,18,monster,"Duggy",1
62005,0,18,monster,"Green Slime",4
62005,0,18,monster,"Grub",12
62005,0,18,monster,"Rock Crab",2
62005,0,18,stone,"",58
62005,0,19,container,"",17
62005,0,19,drop,"(O)286",1
62005,0,19,drop,"(O)378",5
62005,0,19,drop,"(O)382",13
62005,0,19,drop,"(O)388",2
62005,0,19,drop,"(O)390",76
62005,0,19,drop,"(O)535",4
62005,0,19,drop,"(O)684",4
62005,0,19,drop,"(O)766",3
62005,0,19,drop,"(O)78",3
62005,0,19,drop,"(O)80",2
62005,0,19,drop,"(O)86",1
62005,0,19,drop,"(O)92",3
62005,0,19,drop,"(O)CarrotSeeds",3
62005,0,19,geode,"(O)330",1
62005,0,19,geode,"(O)542",1
62005,0,19,geode,"(O)548",1
62005,0,19,geode,"(O)576",1
62005,0,19,loose,"(O)80",2
62005,0,19,loose,"(O)86",1
62005,0,19,monster,"Bug",4
62005,0,19,monster,"Green Slime",3
62005,0,19,monster,"Grub",3
62005,0,19,monster,"Rock Crab",1
62005,0,19,node,"Copper node",2
62005,0,19,stone,"",123
62005,0,21,container,"",2
62005,0,21,drop,"(O)378",2
62005,0,21,drop,"(O)382",3
62005,0,21,drop,"(O)390",19
62005,0,21,node,"Copper node",1
62005,0,21,stone,"",29
62005,0,22,container,"",4
62005,0,22,drop,"(O)370",2
62005,0,22,drop,"(O)378",11
62005,0,22,drop,"(O)382",2
62005,0,22,drop,"(O)390",40
62005,0,22,drop,"(O)535",1
62005,0,22,drop,"(O)68",1
62005,0,22,drop,"(O)684",2
62005,0,22,geode,"(O)382",1
62005,0,22,monster,"Grub",4
62005,0,22,node,"Copper node",3
62005,0,22,stone,"",78
62005,0,23,drop,"(O)286",1
62005,0,23,drop,"(O)378",6
62005,0,23,drop,"(O)382",4
62005,0,23,drop,"(O)390",34
62005,0,23,drop,"(O)535",1
62005,0,23,drop,"(O)68",1
62005,0,23,drop,"(O)684",1
62005,0,23,drop,"(O)717",1
62005,0,23,drop,"(O)80",1
62005,0,23,drop,"(O)86",1
62005,0,23,geode,"(O)378",3
62005,0,23,loose,"(O)80",1
62005,0,23,monster,"Bug",2
62005,0,23,monster,"Duggy",2
62005,0,23,monster,"Rock Crab",1
62005,0,23,node,"Copper node",3
62005,0,23,node,"Topaz node",1
62005,0,23,stone,"",63
62005,0,24,container,"",16
62005,0,24,drop,"(O)153",1
62005,0,24,drop,"(O)378",2
62005,0,24,drop,"(O)382",11
62005,0,24,drop,"(O)388",2
62005,0,24,drop,"(O)390",44
62005,0,24,drop,"(O)535",3
62005,0,24,drop,"(O)684",5
62005,0,24,drop,"(O)709",1
62005,0,24,drop,"(O)766",1
62005,0,24,drop,"(O)770",1
62005,0,24,drop,"(O)78",6
62005,0,24,drop,"(O)CarrotSeeds",2
62005,0,24,geode,"(O)378",5
62005,0,24,geode,"(O)568",1
62005,0,24,geode,"(O)574",1
62005,0,24,monster,"Bug",3
62005,0,24,monster,"Duggy",1
62005,0,24,monster,"Green Slime",2
62005,0,24,monster,"Grub",7
62005,0,24,node,"Copper node",1
62005,0,24,stone,"",67
62005,0,25,drop,"(O)390",18
62005,0,25,stone,"",26
62005,0,26,drop,"(O)273",1
62005,0,26,drop,"(O)378",6
62005,0,26,drop,"(O)382",5
62005,0,26,drop,"(O)390",35
62005,0,26,drop,"(O)535",1
62005,0,26,drop,"(O)684",3
62005,0,26,drop,"(O)717",1
62005,0,26,drop,"(O)766",1
62005,0,26,drop,"(O)86",1
62005,0,26,drop,"(O)92",1
62005,0,26,drop,"(S)1281",1
62005,0,26,geode,"(O)556",1
62005,0,26,loose,"(O)86",1
62005,0,26,monster,"Fly",2
62005,0,26,monster,"Green Slime",1
62005,0,26,monster,"Grub",1
62005,0,26,monster,"Rock Crab",1
62005,0,26,node,"Copper node",3
62005,0,26,stone,"",54
62005,0,27,drop,"(O)273",1
62005,0,27,drop,"(O)286",3
62005,0,27,drop,"(O)378",18
62005,0,27,drop,"(O)382",5
62005,0,27,drop,"(O)390",24
62005,0,27,drop,"(O)535",2
62005,0,27,drop,"(O)684",7
62005,0,27,drop,"(O)766",2
62005,0,27,drop,"(O)80",1
62005,0,27,drop,"(O)86",1
62005,0,27,drop,"(O)92",1
62005,0,27,geode,"(O)330",1
62005,0,27,geode,"(O)378",10
62005,0,27,loose,"(O)80",1
62005,0,27,monster,"Bug",2
62005,0,27,monster,"Duggy",4
62005,0,27,monster,"Green Slime",2
62005,0,27,monster,"Grub",6
62005,0,27,node,"Copper node",8
62005,0,27,stone,"",58
62005,0,28,drop,"(O)273",1
62005,0,28,drop,"(O)378",6
62005,0,28,drop,"(O)382",4
62005,0,28,drop,"(O)390",41
62005,0,28,drop,"(O)535",2
62005,0,28,drop,"(O)684",5
62005,0,28,drop,"(O)766",1
62005,0,28,drop,"(O)80",3
62005,0,28,geode,"(O)571",1
62005,0,28,geode,"(O)86",1
62005,0,28,loose,"(O)80",3
62005,0,28,monster,"Bug",1
62005,0,28,monster,"Green Slime",1
62005,0,28,monster,"Grub",5
62005,0,28,node,"Copper node",3
62005,0,28,stone,"",70
62005,0,29,container,"",10
62005,0,29,drop,"(O)286",1
62005,0,29,drop,"(O)378",8
62005,0,29,drop,"(O)382",2
62005,0,29,drop,"(O)388",2
62005,0,29,drop,"(O)390",29
62005,0,29,drop,"(O)535",2
62005,0,29,drop,"(O)766",1
62005,0,29,drop,"(O)770",1
62005,0,29,drop,"(O)78",1
62005,0,29,drop,"(O)CarrotSeeds",5
62005,0,29,geode,"(O)548",1
62005,0,29,geode,"(O)574",1
62005,0,29,monster,"Green Slime",1
62005,0,29,monster,"Rock Crab",1
62005,0,29,node,"Copper node",3
62005,0,29,stone,"",50
62005,0,31,drop,"(O)378",5
62005,0,31,drop,"(O)380",2
62005,0,31,drop,"(O)382",4
62005,0,31,drop,"(O)390",29
62005,0,31,stone,"",54
62005,0,32,drop,"(O)378",9
62005,0,32,drop,"(O)382",2
62005,0,32,drop,"(O)390",43
62005,0,32,drop,"(O)535",1
62005,0,32,drop,"(O)684",2
62005,0,32,drop,"(O)767",1
62005,0,32,drop,"(O)80",2
62005,0,32,geode,"(O)378",3
62005,0,32,loose,"(O)80",1
62005,0,32,monster,"Bat",1
62005,0,32,monster,"Bug",3
62005,0,32,monster,"Stone Golem",2
62005,0,32,node,"Copper node",3
62005,0,32,stone,"",71
62005,0,33,drop,"(O)378",11
62005,0,33,drop,"(O)382",4
62005,0,33,drop,"(O)390",44
62005,0,33,drop,"(O)749",1
62005,0,33,drop,"(O)80",2
62005,0,33,drop,"(O)93",1
62005,0,33,geode,"(O)123",1
62005,0,33,loose,"(O)80",1
62005,0,33,loose,"(O)93",1
62005,0,33,monster,"Stone Golem",2
62005,0,33,node,"Copper node",4
62005,0,33,stone,"",67
62005,0,34,drop,"(O)378",10
62005,0,34,drop,"(O)382",6
62005,0,34,drop,"(O)390",62
62005,0,34,drop,"(O)535",3
62005,0,34,drop,"(O)70",1
62005,0,34,drop,"(O)749",1
62005,0,34,drop,"(O)80",1
62005,0,34,geode,"(O)390",18
62005,0,34,geode,"(O)552",1
62005,0,34,loose,"(O)80",1
62005,0,34,monster,"Bug",1
62005,0,34,monster,"Stone Golem",1
62005,0,34,node,"Copper node",6
62005,0,34,node,"Gem node (mixed)",1
62005,0,34,stone,"",111
62005,0,35,drop,"(O)378",1
62005,0,35,drop,"(O)382",3
62005,0,35,drop,"(O)390",23
62005,0,35,stone,"",40
62005,0,36,drop,"(O)378",15
62005,0,36,drop,"(O)382",5
62005,0,36,drop,"(O)390",39
62005,0,36,drop,"(O)66",1
62005,0,36,drop,"(O)684",1
62005,0,36,drop,"(O)767",1
62005,0,36,drop,"(O)93",2
62005,0,36,loose,"(O)93",2
62005,0,36,monster,"Bat",1
62005,0,36,monster,"Bug",1
62005,0,36,monster,"Stone Golem",4
62005,0,36,node,"Amethyst node",1
62005,0,36,node,"Copper node",6
62005,0,36,stone,"",80
62005,0,37,container,"",1
62005,0,37,drop,"(O)157",1
62005,0,37,drop,"(O)378",1
62005,0,37,drop,"(O)382",6
62005,0,37,drop,"(O)390",41
62005,0,37,drop,"(O)535",2
62005,0,37,drop,"(O)684",1
62005,0,37,drop,"(O)770",1
62005,0,37,geode,"(O)382",1
62005,0,37,geode,"(O)557",1
62005,0,37,monster,"Bug",2
62005,0,37,monster,"Stone Golem",3
62005,0,37,stone,"",64
62005,0,38,container,"",2
62005,0,38,drop,"(O)378",3
62005,0,38,drop,"(O)380",1
62005,0,38,drop,"(O)382",4
62005,0,38,drop,"(O)390",48
62005,0,38,drop,"(O)535",2
62005,0,38,drop,"(O)80",1
62005,0,38,drop,"(O)93",2
62005,0,38,geode,"(O)378",1
62005,0,38,geode,"(O)556",1
62005,0,38,loose,"(O)80",1
62005,0,38,loose,"(O)93",2
62005,0,38,monster,"Stone Golem",2
62005,0,38,node,"Copper node",2
62005,0,38,stone,"",71
62005,0,39,container,"",1
62005,0,39,drop,"(O)378",5
62005,0,39,drop,"(O)382",3
62005,0,39,drop,"(O)390",29
62005,0,39,drop,"(O)535",3
62005,0,39,drop,"(O)684",1
62005,0,39,drop,"(O)767",2
62005,0,39,geode,"(O)378",4
62005,0,39,geode,"(O)566",1
62005,0,39,monster,"Bat",1
62005,0,39,monster,"Bug",2
62005,0,39,monster,"Stone Golem",4
62005,0,39,node,"Copper node",1
62005,0,39,stone,"",44
62005,1,1,drop,"(O)390",27
62005,1,1,drop,"(O)535",2
62005,1,1,geode,"(O)382",3
62005,1,1,geode,"(O)574",1
62005,1,1,stone,"",39
62005,1,2,drop,"(O)378",11
62005,1,2,drop,"(O)382",1
62005,1,2,drop,"(O)390",32
62005,1,2,drop,"(O)535",1
62005,1,2,drop,"(O)684",3
62005,1,2,geode,"(O)86",1
62005,1,2,monster,"Bug",3
62005,1,2,monster,"Green Slime",1
62005,1,2,monster,"Rock Crab",1
62005,1,2,node,"Copper node",2
62005,1,2,stone,"",57
62005,1,3,container,"",2
62005,1,3,drop,"(O)382",5
62005,1,3,drop,"(O)388",1
62005,1,3,drop,"(O)390",23
62005,1,3,drop,"(O)68",1
62005,1,3,drop,"(O)684",1
62005,1,3,drop,"(O)766",2
62005,1,3,drop,"(O)80",2
62005,1,3,loose,"(O)80",2
62005,1,3,monster,"Bug",1
62005,1,3,monster,"Green Slime",3
62005,1,3,monster,"Rock Crab",1
62005,1,3,stone,"",38
62005,1,4,drop,"(O)153",1
62005,1,4,drop,"(O)378",1
62005,1,4,drop,"(O)382",6
62005,1,4,drop,"(O)390",49
62005,1,4,drop,"(O)535",1
62005,1,4,drop,"(O)68",1
62005,1,4,drop,"(O)766",2
62005,1,4,drop,"(O)80",1
62005,1,4,drop,"(O)86",1
62005,1,4,geode,"(O)382",3
62005,1,4,loose,"(O)80",1
62005,1,4,loose,"(O)86",1
62005,1,4,monster,"Green Slime",2
62005,1,4,node,"Topaz node",1
62005,1,4,stone,"",87
62005,1,5,drop,"(O)153",2
62005,1,5,drop,"(O)286",1
62005,1,5,drop,"(O)378",3
62005,1,5,drop,"(O)382",5
62005,1,5,drop,"(O)390",30
62005,1,5,drop,"(O)684",1
62005,1,5,drop,"(O)766",6
62005,1,5,drop,"(O)92",1
62005,1,5,monster,"Bug",1
62005,1,5,monster,"Green Slime",7
62005,1,5,monster,"Rock Crab",1
62005,1,5,stone,"",56
62005,1,6,container,"",2
62005,1,6,drop,"(O)378",16
62005,1,6,drop,"(O)382",4
62005,1,6,drop,"(O)390",36
62005,1,6,drop,"(O)535",1
62005,1,6,drop,"(O)684",1
62005,1,6,drop,"(O)766",4
62005,1,6,drop,"(O)770",1
62005,1,6,drop,"(O)86",1
62005,1,6,drop,"(O)92",1
62005,1,6,drop,"(O)93",1
62005,1,6,geode,"(O)382",1
62005,1,6,loose,"(O)86",1
62005,1,6,loose,"(O)93",1
62005,1,6,monster,"Bug",1
62005,1,6,monster,"Green Slime",6
62005,1,6,monster,"Rock Crab",1
62005,1,6,node,"Copper node",7
62005,1,6,stone,"",62
62005,1,7,drop,"(O)378",10
62005,1,7,drop,"(O)382",6
62005,1,7,drop,"(O)390",40
62005,1,7,drop,"(O)535",1
62005,1,7,drop,"(O)766",5
62005,1,7,drop,"(O)80",1
62005,1,7,drop,"(O)Book_Void",1
62005,1,7,geode,"(O)390",3
62005,1,7,loose,"(O)80",1
62005,1,7,monster,"Green Slime",5
62005,1,7,node,"Copper node",3
62005,1,7,stone,"",73
62005,1,8,drop,"(O)153",1
62005,1,8,drop,"(O)378",5
62005,1,8,drop,"(O)382",4
62005,1,8,drop,"(O)390",26
62005,1,8,drop,"(O)535",1
62005,1,8,drop,"(O)684",1
62005,1,8,drop,"(O)766",2
62005,1,8,drop,"(O)80",2
62005,1,8,geode,"(O)566",1
62005,1,8,loose,"(O)80",2
62005,1,8,monster,"Bug",1
62005,1,8,monster,"Green Slime",3
62005,1,8,node,"Copper node",2
62005,1,8,stone,"",37
62005,1,9,drop,"(O)378",5
62005,1,9,drop,"(O)382",5
62005,1,9,drop,"(O)390",46
62005,1,9,node,"Copper node",1
62005,1,9,stone,"",91
62005,1,11,container,"",3
62005,1,11,drop,"(O)378",6
62005,1,11,drop,"(O)382",1
62005,1,11,drop,"(O)390",26
62005,1,11,drop,"(O)80",1
62005,1,11,drop,"(O)86",2
62005,1,11,drop,"(O)93",4
62005,1,11,loose,"(O)80",1
62005,1,11,loose,"(O)86",1
62005,1,11,loose,"(O)93",4
62005,1,11,monster,"Bug",1
62005,1,11,monster,"Duggy",2
62005,1,11,monster,"Rock Crab",1
62005,1,11,node,"Copper node",4
62005,1,11,stone,"",50
62005,1,12,drop,"(O)153",1
62005,1,12,drop,"(O)378",2
62005,1,12,drop,"(O)382",1
62005,1,12,drop,"(O)390",10
62005,1,12,drop,"(O)535",1
62005,1,12,drop,"(O)766",1
62005,1,12,geode,"(O)552",1
62005,1,12,monster,"Green Slime",1
62005,1,12,stone,"",21
62005,1,13,container,"",3
62005,1,13,drop,"(O)286",1
62005,1,13,drop,"(O)378",5
62005,1,13,drop,"(O)382",9
62005,1,13,drop,"(O)390",32
62005,1,13,drop,"(O)535",3
62005,1,13,drop,"(O)684",3
62005,1,13,drop,"(O)93",1
62005,1,13,geode,"(O)382",3
62005,1,13,geode,"(O)569",1
62005,1,13,geode,"(O)576",1
62005,1,13,loose,"(O)93",1
62005,1,13,monster,"Bug",3
62005,1,13,monster,"Duggy",2
62005,1,13,node,"Copper node",1
62005,1,13,stone,"",54
62005,1,14,drop,"(O)153",1
62005,1,14,drop,"(O)157",1
62005,1,14,drop,"(O)378",10
62005,1,14,drop,"(O)382",5
62005,1,14,drop,"(O)390",51
62005,1,14,drop,"(O)535",3
62005,1,14,drop,"(O)684",2
62005,1,14,drop,"(O)766",2
62005,1,14,drop,"(O)80",1
62005,1,14,drop,"(O)92",1
62005,1,14,drop,"(O)GoldCoin",1
62005,1,14,geode,"(O)378",5
62005,1,14,geode,"(O)569",1
62005,1,14,geode,"(O)576",1
62005,1,14,loose,"(O)80",1
62005,1,14,monster,"Bug",2
62005,1,14,monster,"Duggy",1
62005,1,14,monster,"Green Slime",2
62005,1,14,monster,"Rock Crab",1
62005,1,14,node,"Copper node",6
62005,1,14,stone,"",97
62005,1,15,drop,"(O)378",5
62005,1,15,drop,"(O)382",5
62005,1,15,drop,"(O)390",26
62005,1,15,drop,"(O)535",1
62005,1,15,geode,"(O)382",5
62005,1,15,stone,"",51
62005,1,16,drop,"(O)157",1
62005,1,16,drop,"(O)378",17
62005,1,16,drop,"(O)382",7
62005,1,16,drop,"(O)390",37
62005,1,16,drop,"(O)535",1
62005,1,16,drop,"(O)684",1
62005,1,16,drop,"(O)766",1
62005,1,16,geode,"(O)330",1
62005,1,16,monster,"Bug",1
62005,1,16,monster,"Green Slime",1
62005,1,16,node,"Copper node",5
62005,1,16,stone,"",70
62005,1,17,drop,"(O)378",11
62005,1,17,drop,"(O)382",8
62005,1,17,drop,"(O)390",65
62005,1,17,drop,"(O)535",3
62005,1,17,drop,"(O)68",1
62005,1,17,drop,"(O)684",2
62005,1,17,drop,"(O)766",1
62005,1,17,drop,"(O)80",1
62005,1,17,drop,"(O)93",6
62005,1,17,geode,"(O)378",23
62005,1,17,geode,"(O)549",1
62005,1,17,loose,"(O)80",1
62005,1,17,loose,"(O)93",6
62005,1,17,monster,"Bug",1
62005,1,17,monster,"Green Slime",1
62005,1,17,monster,"Grub",1
62005,1,17,monster,"Rock Crab",2
62005,1,17,node,"Copper node",3
62005,1,17,node,"Topaz node",1
62005,1,17,stone,"",117
62005,1,18,drop,"(O)286",1
62005,1,18,drop,"(O)378",8
62005,1,18,drop,"(O)382",8
62005,1,18,drop,"(O)390",62
62005,1,18,drop,"(O)535",3
62005,1,18,drop,"(O)684",3
62005,1,18,drop,"(O)766",1
62005,1,18,drop,"(O)80",1
62005,1,18,drop,"(O)92",1
62005,1,18,drop,"(O)93",3
62005,1,18,geode,"(O)121",1
62005,1,18,geode,"(O)378",5
62005,1,18,geode,"(O)574",1
62005,1,18,loose,"(O)80",1
62005,1,18,loose,"(O)93",3
62005,1,18,monster,"Bug",3
62005,1,18,monster,"Duggy",1
62005,1,18,monster,"Fly",1
62005,1,18,monster,"Green Slime",1
62005,1,18,monster,"Grub",4
62005,1,18,monster,"Rock Crab",1
62005,1,18,node,"Copper node",1
62005,1,18,stone,"",91
62005,1,19,drop,"(O)378",8
62005,1,19,drop,"(O)382",8
62005,1,19,drop,"(O)390",91
62005,1,19,drop,"(O)535",3
62005,1,19,drop,"(O)684",2
62005,1,19,drop,"(O)80",2
62005,1,19,geode,"(O)538",1
62005,1,19,geode,"(O)555",1
62005,1,19,geode,"(O)556",1
62005,1,19,loose,"(O)80",2
62005,1,19,monster,"Grub",2
62005,1,19,stone,"",160
62005,1,21,drop,"(O)378",1
62005,1,21,drop,"(O)382",4
62005,1,21,drop,"(O)390",23
62005,1,21,drop,"(O)535",1
62005,1,21,geode,"(O)390",3
62005,1,21,stone,"",42
62005,1,22,container,"",2
62005,1,22,drop,"(O)378",8
62005,1,22,drop,"(O)380",1
62005,1,22,drop,"(O)382",7
62005,1,22,drop,"(O)390",35
62005,1,22,drop,"(O)749",1
62005,1,22,drop,"(O)78",1
62005,1,22,geode,"(O)570",1
62005,1,22,node,"Copper node",2
62005,1,22,stone,"",65
62005,1,23,drop,"(O)286",2
62005,1,23,drop,"(O)378",3
62005,1,23,drop,"(O)382",2
62005,1,23,drop,"(O)390",27
62005,1,23,drop,"(O)535",3
62005,1,23,drop,"(O)66",1
62005,1,23,drop,"(O)684",8
62005,1,23,drop,"(O)766",1
62005,1,23,drop,"(O)92",1
62005,1,23,drop,"(O)93",3
62005,1,23,geode,"(O)330",2
62005,1,23,geode,"(O)556",1
62005,1,23,loose,"(O)93",3
62005,1,23,monster,"Bug",2
62005,1,23,monster,"Duggy",3
62005,1,23,monster,"Green Slime",3
62005,1,23,monster,"Grub",11
62005,1,23,monster,"Rock Crab",2
62005,1,23,node,"Amethyst node",1
62005,1,23,node,"Copper node",1
62005,1,23,stone,"",45
62005,1,24,drop,"(O)286",1
62005,1,24,drop,"(O)378",11
62005,1,24,drop,"(O)382",9
62005,1,24,drop,"(O)390",55
62005,1,24,drop,"(O)535",2
62005,1,24,drop,"(O)684",9
62005,1,24,drop,"(O)717",1
62005,1,24,geode,"(O)390",5
62005,1,24,geode,"(O)538",1
62005,1,24,monster,"Bug",4
62005,1,24,monster,"Grub",7
62005,1,24,monster,"Rock Crab",2
62005,1,24,node,"Copper node",3
62005,1,24,stone,"",101
62005,1,25,drop,"(O)378",1
62005,1,25,drop,"(O)382",2
62005,1,25,drop,"(O)390",11
62005,1,25,drop,"(O)535",2
62005,1,25,drop,"(O)684",1
62005,1,25,drop,"(O)766",1
62005,1,25,geode,"(O)390",3
62005,1,25,geode,"(O)568",1
